cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,19,19,0,100000000456947100;100000003265658100;100000003349739100;100000003770083100;100000004021459100,"Нет переводов в выгрузке; техническая группа изолятов, не сообщество."
1,257,4,31222895.48,100000002957787100;100000007055802100;100000004299488100;100000004400305100;100000005910114100,Признаки веерного распределения; проверить экономическое основание выплат.
2,179,1,44526208.62,100000008547948100;100000002718366100;100000008489922100;100000002547110100;100000001282143100,Признаки веерного распределения; проверить экономическое основание выплат.
3,176,8,24165275.56,100000004156082100;100000008636603100;100000008144528100;100000000201868100;100000004150593100,Признаки веерного распределения; проверить экономическое основание выплат.
4,129,3,16940076,100000003115284100;100000008165763100;100000008111003100;100000003360542100;100000008748914100,Признаки веерного распределения; проверить экономическое основание выплат.
5,123,0,29124929.91,100000000331309100;100000008324800100;100000008560717100;100000001611488100;100000001330685100,Возможный транзитный коридор; уточнить последовательность по времени.
6,120,0,4465650,100000002578405100;100000004292885100;100000001632325100;100000008712827100;100000008718811100,Признаки веерного распределения; проверить экономическое основание выплат.
7,118,0,9527996.8,100000008603629100;100000008477350100;100000000661912100;100000002723538100;100000008086440100,Признаки веерного распределения; проверить экономическое основание выплат.
8,111,1,3281876,100000001952325100;100000008737422100;100000004792397100;100000006030946100;100000005877725100,Признаки веерного распределения; проверить экономическое основание выплат.
9,95,5,17030882.61,100000004015047100;100000005782781100;100000002838861100;100000002894076100;100000005514161100,Признаки совместного сбора средств от нескольких seed; проверить назначение переводов.
10,82,0,11503560,100000007998965100;100000005242320100;100000006707582100;100000001584286100;100000002883402100,Признаки веерного распределения; проверить экономическое основание выплат.
11,74,1,12978984,100000000437046100;100000007594394100;100000008546855100;100000004759121100;100000003854444100,Признаки веерного распределения; проверить экономическое основание выплат.
12,70,2,24597153,100000002224132100;100000003265158100;100000004892144100;100000004603109100;100000000594783100,Признаки веерного распределения; проверить экономическое основание выплат.
13,59,0,6028709,100000004351795100;100000003242289100;100000003796063100;100000008244300100;100000007647294100,Признаки веерного распределения; проверить экономическое основание выплат.
14,58,0,4294966.67,100000005704413100;100000005578559100;100000004569484100;100000005473151100;100000008335401100,Признаки веерного распределения; проверить экономическое основание выплат.
15,51,0,11924238.84,100000005933757100;100000008104567100;100000002605308100;100000001904863100;100000004905207100,Признаки веерного распределения; проверить экономическое основание выплат.
16,50,3,6649993.8,100000003635170100;100000006755850100;100000001463701100;100000004105288100;100000002957306100,Связанная активность в ограниченной выборке; общность цели не установлена.
17,46,0,3043202,100000008346837100;100000004847758100;100000003270419100;100000000489417100;100000005074393100,Признаки веерного распределения; проверить экономическое основание выплат.
18,46,0,8297854.53,100000001857829100;100000007170072100;100000002459832100;100000003035737100;100000002936322100,Признаки веерного распределения; проверить экономическое основание выплат.
19,42,0,4121910,100000001530983100;100000003163886100;100000002939838100;100000007777377100;100000007617808100,Признаки веерного распределения; проверить экономическое основание выплат.
20,39,0,2090445,100000001697501100;100000001166289100;100000005342513100;100000002733905100;100000002199091100,Признаки веерного распределения; проверить экономическое основание выплат.
21,38,0,3689700,100000002870463100;100000008748408100;100000005171642100;100000003509750100;100000002692750100,Признаки веерного распределения; проверить экономическое основание выплат.
22,34,5,5084819,100000003880331100;100000001253557100;100000003254723100;100000003062895100;100000002779485100,Признаки веерного распределения; проверить экономическое основание выплат.
23,26,14,2289450,100000004403675100;100000001386612100;100000005382566100;100000003988112100;100000001471706100,Признаки совместного сбора средств от нескольких seed; проверить назначение переводов.
24,21,0,2707265,100000004336312100;100000005519998100;100000004017410100;100000007382543100;100000004407753100,Возможный транзитный коридор; уточнить последовательность по времени.
25,17,1,2977887,100000004160650100;100000004144536100;100000002257794100;100000003603979100;100000003275398100,Признаки веерного распределения; проверить экономическое основание выплат.
26,15,0,850450,100000002472632100;100000001526235100;100000008471634100;100000007811950100;100000000404740100,Связанная активность в ограниченной выборке; общность цели не установлена.
27,15,0,3626010,100000006704530100;100000003122817100;100000002691583100;100000008461532100;100000001819396100,Связанная активность в ограниченной выборке; общность цели не установлена.
28,13,1,1392916,100000003164661100;100000004192865100;100000001380054100;100000005077484100;100000004463277100,Связанная активность в ограниченной выборке; общность цели не установлена.
29,13,0,6748650,100000007442518100;100000000673868100;100000000821507100;100000008258083100;100000002911170100,Связанная активность в ограниченной выборке; общность цели не установлена.
30,12,0,2022500,100000002267998100;100000005974542100;100000003701161100;100000003718221100;100000001063678100,Связанная активность в ограниченной выборке; общность цели не установлена.
31,11,0,1868224,100000001046057100;100000001379511100;100000002671326100;100000008603331100;100000002032323100,Связанная активность в ограниченной выборке; общность цели не установлена.
32,9,0,3404688,100000002975437100;100000002175422100;100000002212494100;100000003557488100;100000005042822100,Связанная активность в ограниченной выборке; общность цели не установлена.
33,8,0,389000,100000002612809100;100000005507142100;100000005264874100;100000002214207100;100000000600707100,Связанная активность в ограниченной выборке; общность цели не установлена.
34,7,0,143000,100000004508696100;100000005911352100;100000002217806100;100000004549591100;100000003962994100,Связанная активность в ограниченной выборке; общность цели не установлена.
35,7,0,1765600,100000007865484100;100000008551752100;100000003631015100;100000004976946100;100000005745873100,Связанная активность в ограниченной выборке; общность цели не установлена.
36,6,1,1615030,100000005456919100;100000008751429100;100000008736940100;100000008193577100;100000008659445100,Связанная активность в ограниченной выборке; общность цели не установлена.
37,6,1,1527967,100000007939160100;100000005183943100;100000003888271100;100000007930878100;100000000955444100,Связанная активность в ограниченной выборке; общность цели не установлена.
38,6,0,2540000,100000004717647100;100000004479404100;100000002922000100;100000002659103100;100000001533161100,Связанная активность в ограниченной выборке; общность цели не установлена.
39,6,1,275885,100000005895525100;100000002462183100;100000005056870100;100000007175718100;100000005807278100,Связанная активность в ограниченной выборке; общность цели не установлена.
40,6,1,383300,100000004331458100;100000005547096100;100000005546031100;100000004094958100;100000005363908100,Связанная активность в ограниченной выборке; общность цели не установлена.
41,5,1,2809200,100000004135268100;100000002738256100;100000007507343100;100000004979498100;100000008571433100,Возможный транзитный коридор; уточнить последовательность по времени.
42,5,2,108007,100000006562026100;100000007347733100;100000008129393100;100000006249740100;100000006831291100,Связанная активность в ограниченной выборке; общность цели не установлена.
43,4,1,1404980,100000001872484100;100000000785800100;100000002459163100;100000008601794100,Связанная активность в ограниченной выборке; общность цели не установлена.
